Author,Known_paper,Unknown_paper,Is_same_author
andrew_y_ng,andrew_y_ng_8.txt,unknown,andrew_y_ng_11.txt,YES
radford_neal,radford_neal_19.txt,unknown,yoshua_bengio_4.txt,NO
thomas_l_griffiths,thomas_l_griffiths_16.txt,unknown,david_blei_16.txt,NO
thomas_l_griffiths,thomas_l_griffiths_19.txt,unknown,david_blei_16.txt,NO
zoubin_ghahramani,zoubin_ghahramani_2_6.txt,unknown,xiaojin_zhu_2_5.txt,NO
daphne_koller,daphne_koller_2_8.txt,unknown,daphne_koller_11.txt,YES
yee_whye_teh,yee_whye_teh_11.txt,unknown,bernard_scholkopf_14.txt,NO
lawrence_saul,lawrence_saul_15.txt,unknown,lawrence_saul_8.txt,YES
radford_neal,radford_neal_3_7.txt,unknown,yoshua_bengio_4.txt,NO
andrew_y_ng,andrew_y_ng_1.txt,unknown,andrew_y_ng_11.txt,YES
lawrence_saul,lawrence_saul_19.txt,unknown,lawrence_saul_8.txt,YES
tom_mitchell,tom_mitchell_2_10.txt,unknown,tom_mitchell_11.txt,YES
daphne_koller,daphne_koller_16.txt,unknown,daphne_koller_11.txt,YES
geoffrey_hinton,geoffrey_hinton_2_10.txt,unknown,geoffrey_hinton_11.txt,YES
lawrence_saul,lawrence_saul_5.txt,unknown,lawrence_saul_8.txt,YES
zoubin_ghahramani,zoubin_ghahramani_3_4.txt,unknown,zoubin_ghahramani_3_1.txt,YES
alex_smola,alex_smola_16.txt,unknown,alex_smola_3.txt,YES
trevor_hastie,trevor_hastie_21.txt,unknown,alex_smola_3.txt,NO
trevor_hastie,trevor_hastie_6.txt,unknown,alex_smola_3.txt,NO
andrew_y_ng,andrew_y_ng_14.txt,unknown,michael_jordan_18.txt,NO
xiaojin_zhu,xiaojin_zhu_3_1.txt,unknown,xiaojin_zhu_14.txt,YES
xiaojin_zhu,xiaojin_zhu_2_2.txt,unknown,xiaojin_zhu_14.txt,YES
david_blei,david_blei_19.txt,unknown,yann_lecun_17.txt,NO
vapnik,vapnik_2_8.txt,unknown,vapnik_2.txt,YES
daphne_koller,daphne_koller_1.txt,unknown,andrew_y_ng_2_3.txt,NO
alex_smola,alex_smola_5.txt,unknown,alex_smola_3.txt,YES
bernard_scholkopf,bernard_scholkopf_17.txt,unknown,tom_mitchell_2_3.txt,NO
daphne_koller,daphne_koller_10.txt,unknown,andrew_y_ng_2_3.txt,NO
bernard_scholkopf,bernard_scholkopf_2.txt,unknown,tom_mitchell_2_3.txt,NO
yoshua_bengio,yoshua_bengio_8.txt,unknown,yoshua_bengio_10.txt,YES
yann_lecun,yann_lecun_20.txt,unknown,radford_neal_2_4.txt,NO
alex_smola,alex_smola_13.txt,unknown,alex_smola_3.txt,YES
zoubin_ghahramani,zoubin_ghahramani_2_8.txt,unknown,zoubin_ghahramani_3_1.txt,YES
andrew_y_ng,andrew_y_ng_12.txt,unknown,michael_jordan_18.txt,NO
alex_smola,alex_smola_20.txt,unknown,trevor_hastie_3_2.txt,NO
yoshua_bengio,yoshua_bengio_15.txt,unknown,yoshua_bengio_10.txt,YES
michael_jordan,michael_jordan_11.txt,unknown,robert_tibshirani_3_9.txt,NO
bernard_scholkopf,bernard_scholkopf_15.txt,unknown,bernard_scholkopf_21.txt,YES
bernard_scholkopf,bernard_scholkopf_4.txt,unknown,bernard_scholkopf_21.txt,YES
daphne_koller,daphne_koller_2_8.txt,unknown,andrew_y_ng_2_3.txt,NO
michael_jordan,michael_jordan_2_3.txt,unknown,michael_jordan_18.txt,YES
thorsten_joachims,thorsten_joachims_5.txt,unknown,thorsten_joachims_17.txt,YES
robert_tibshirani,robert_tibshirani_3_8.txt,unknown,vapnik_14.txt,NO
zoubin_ghahramani,zoubin_ghahramani_18.txt,unknown,zoubin_ghahramani_3_1.txt,YES
