Author,Known_paper,Unknown_paper,Is_same_author
daphne_koller,daphne_koller_19.txt,unknown,daphne_koller_2_10.txt,YES
robert_tibshirani,robert_tibshirani_2_9.txt,unknown,robert_tibshirani_7.txt,YES
thorsten_joachims,thorsten_joachims_16.txt,unknown,thorsten_joachims_2_1.txt,YES
david_blei,david_blei_20.txt,unknown,david_blei_20.txt,YES
vapnik,vapnik_14.txt,unknown,vapnik_19.txt,YES
geoffrey_hinton,geoffrey_hinton_2_4.txt,unknown,geoffrey_hinton_2_4.txt,YES
robert_tibshirani,robert_tibshirani_7.txt,unknown,robert_tibshirani_7.txt,YES
daphne_koller,daphne_koller_2_10.txt,unknown,daphne_koller_2_10.txt,YES
yann_lecun,yann_lecun_18.txt,unknown,yann_lecun_8.txt,YES
zoubin_ghahramani,zoubin_ghahramani_15.txt,unknown,zoubin_ghahramani_15.txt,YES
lawrence_saul,lawrence_saul_18.txt,unknown,lawrence_saul_1.txt,YES
zoubin_ghahramani,zoubin_ghahramani_1.txt,unknown,zoubin_ghahramani_15.txt,YES
daphne_koller,daphne_koller_3_4.txt,unknown,daphne_koller_2_10.txt,YES
thomas_l_griffiths,thomas_l_griffiths_10.txt,unknown,thomas_l_griffiths_16.txt,YES
alex_smola,alex_smola_2_2.txt,unknown,alex_smola_2.txt,YES
david_blei,david_blei_3.txt,unknown,david_blei_20.txt,YES
andrew_y_ng,andrew_y_ng_14.txt,unknown,andrew_y_ng_12.txt,YES
andrew_y_ng,andrew_y_ng_17.txt,unknown,andrew_y_ng_12.txt,YES
michael_jordan,michael_jordan_2_10.txt,unknown,michael_jordan_3_2.txt,YES
michael_jordan,michael_jordan_6.txt,unknown,michael_jordan_3_2.txt,YES
thomas_l_griffiths,thomas_l_griffiths_11.txt,unknown,thomas_l_griffiths_16.txt,YES
lawrence_saul,lawrence_saul_1.txt,unknown,lawrence_saul_1.txt,YES
thomas_l_griffiths,thomas_l_griffiths_3.txt,unknown,thomas_l_griffiths_16.txt,YES
radford_neal,radford_neal_3_8.txt,unknown,radford_neal_13.txt,YES
bernard_scholkopf,bernard_scholkopf_2_1.txt,unknown,bernard_scholkopf_11.txt,YES
lawrence_saul,lawrence_saul_6.txt,unknown,lawrence_saul_1.txt,YES
yee_whye_teh,yee_whye_teh_19.txt,unknown,yee_whye_teh_19.txt,YES
xiaojin_zhu,xiaojin_zhu_7.txt,unknown,xiaojin_zhu_7.txt,YES
michael_jordan,michael_jordan_9.txt,unknown,michael_jordan_3_2.txt,YES
bernard_scholkopf,bernard_scholkopf_11.txt,unknown,bernard_scholkopf_11.txt,YES
tom_mitchell,tom_mitchell_2_3.txt,unknown,tom_mitchell_3_5.txt,YES
michael_jordan,michael_jordan_3_2.txt,unknown,michael_jordan_3_2.txt,YES
yann_lecun,yann_lecun_8.txt,unknown,yann_lecun_8.txt,YES
tom_mitchell,tom_mitchell_3_6.txt,unknown,tom_mitchell_3_5.txt,YES
yoshua_bengio,yoshua_bengio_21.txt,unknown,yoshua_bengio_21.txt,YES
yee_whye_teh,yee_whye_teh_8.txt,unknown,yee_whye_teh_19.txt,YES
daphne_koller,daphne_koller_9.txt,unknown,daphne_koller_2_10.txt,YES
bernard_scholkopf,bernard_scholkopf_3_1.txt,unknown,xiaojin_zhu_7.txt,NO
vapnik,vapnik_1.txt,unknown,david_blei_19.txt,NO
robert_tibshirani,robert_tibshirani_8.txt,unknown,lawrence_saul_15.txt,NO
bernard_scholkopf,bernard_scholkopf_5.txt,unknown,xiaojin_zhu_7.txt,NO
alex_smola,alex_smola_7.txt,unknown,thorsten_joachims_4_4.txt,NO
andrew_y_ng,andrew_y_ng_2_10.txt,unknown,yann_lecun_3_3.txt,NO
yoshua_bengio,yoshua_bengio_2_6.txt,unknown,thomas_l_griffiths_19.txt,NO
yann_lecun,yann_lecun_3_3.txt,unknown,michael_jordan_2_3.txt,NO
thomas_l_griffiths,thomas_l_griffiths_2_7.txt,unknown,vapnik_9.txt,NO
alex_smola,alex_smola_2_2.txt,unknown,thorsten_joachims_4_4.txt,NO
geoffrey_hinton,geoffrey_hinton_2_3.txt,unknown,thorsten_joachims_5.txt,NO
vapnik,vapnik_9.txt,unknown,david_blei_19.txt,NO
andrew_y_ng,andrew_y_ng_2_7.txt,unknown,yann_lecun_3_3.txt,NO
lawrence_saul,lawrence_saul_15.txt,unknown,robert_tibshirani_3_5.txt,NO
radford_neal,radford_neal_3_7.txt,unknown,thomas_l_griffiths_3.txt,NO
zoubin_ghahramani,zoubin_ghahramani_3.txt,unknown,tom_mitchell_6.txt,NO
yee_whye_teh,yee_whye_teh_5.txt,unknown,yann_lecun_2_7.txt,NO
trevor_hastie,trevor_hastie_2_7.txt,unknown,geoffrey_hinton_20.txt,NO
geoffrey_hinton,geoffrey_hinton_20.txt,unknown,thorsten_joachims_5.txt,NO
daphne_koller,daphne_koller_2_7.txt,unknown,radford_neal_2_6.txt,NO
lawrence_saul,lawrence_saul_18.txt,unknown,robert_tibshirani_3_5.txt,NO
zoubin_ghahramani,zoubin_ghahramani_3_1.txt,unknown,tom_mitchell_6.txt,NO
david_blei,david_blei_19.txt,unknown,robert_tibshirani_8.txt,NO
daphne_koller,daphne_koller_1.txt,unknown,radford_neal_2_6.txt,NO
yee_whye_teh,yee_whye_teh_3.txt,unknown,yann_lecun_2_7.txt,NO
michael_jordan,michael_jordan_2_3.txt,unknown,andrew_y_ng_2.txt,NO
xiaojin_zhu,xiaojin_zhu_8.txt,unknown,radford_neal_9.txt,NO
bernard_scholkopf,bernard_scholkopf_2_1.txt,unknown,xiaojin_zhu_7.txt,NO
robert_tibshirani,robert_tibshirani_3_1.txt,unknown,lawrence_saul_15.txt,NO
trevor_hastie,trevor_hastie_18.txt,unknown,geoffrey_hinton_20.txt,NO
yoshua_bengio,yoshua_bengio_5.txt,unknown,thomas_l_griffiths_19.txt,NO
bernard_scholkopf,bernard_scholkopf_20.txt,unknown,xiaojin_zhu_7.txt,NO
tom_mitchell,tom_mitchell_3_5.txt,unknown,thomas_l_griffiths_3.txt,NO
zoubin_ghahramani,zoubin_ghahramani_9.txt,unknown,tom_mitchell_6.txt,NO
yoshua_bengio,yoshua_bengio_10.txt,unknown,thomas_l_griffiths_19.txt,NO
robert_tibshirani,robert_tibshirani_2_9.txt,unknown,lawrence_saul_15.txt,NO
tom_mitchell,tom_mitchell_2.txt,unknown,thomas_l_griffiths_3.txt,NO
thorsten_joachims,thorsten_joachims_4_4.txt,unknown,yoshua_bengio_2_6.txt,NO
david_blei,david_blei_18.txt,unknown,robert_tibshirani_8.txt,NO
thorsten_joachims,thorsten_joachims_5.txt,unknown,yoshua_bengio_2_6.txt,NO
xiaojin_zhu,xiaojin_zhu_7.txt,unknown,radford_neal_9.txt,NO
tom_mitchell,tom_mitchell_6.txt,unknown,thomas_l_griffiths_3.txt,NO
thomas_l_griffiths,thomas_l_griffiths_3.txt,unknown,vapnik_9.txt,NO
vapnik,vapnik_2_5.txt,unknown,david_blei_19.txt,NO
thorsten_joachims,thorsten_joachims_4.txt,unknown,yoshua_bengio_2_6.txt,NO
geoffrey_hinton,geoffrey_hinton_2_4.txt,unknown,thorsten_joachims_5.txt,NO
trevor_hastie,trevor_hastie_1.txt,unknown,geoffrey_hinton_20.txt,NO
thorsten_joachims,thorsten_joachims_2_4.txt,unknown,yoshua_bengio_2_6.txt,NO
geoffrey_hinton,geoffrey_hinton_3_2.txt,unknown,thorsten_joachims_5.txt,NO
radford_neal,radford_neal_9.txt,unknown,thomas_l_griffiths_3.txt,NO
michael_jordan,michael_jordan_11.txt,unknown,andrew_y_ng_2.txt,NO
yann_lecun,yann_lecun_2_7.txt,unknown,michael_jordan_2_3.txt,NO
lawrence_saul,lawrence_saul_10.txt,unknown,robert_tibshirani_3_5.txt,NO
zoubin_ghahramani,zoubin_ghahramani_3_10.txt,unknown,tom_mitchell_6.txt,NO
lawrence_saul,lawrence_saul_11.txt,unknown,robert_tibshirani_3_5.txt,NO
david_blei,david_blei_20.txt,unknown,robert_tibshirani_8.txt,NO
david_blei,david_blei_2_10.txt,unknown,robert_tibshirani_8.txt,NO
michael_jordan,michael_jordan_19.txt,unknown,andrew_y_ng_2.txt,NO
robert_tibshirani,robert_tibshirani_3_5.txt,unknown,lawrence_saul_15.txt,NO
thomas_l_griffiths,thomas_l_griffiths_19.txt,unknown,vapnik_9.txt,NO
trevor_hastie,trevor_hastie_2_10.txt,unknown,geoffrey_hinton_20.txt,NO
daphne_koller,daphne_koller_10.txt,unknown,radford_neal_2_6.txt,NO
andrew_y_ng,andrew_y_ng_13.txt,unknown,yann_lecun_3_3.txt,NO
thomas_l_griffiths,thomas_l_griffiths_6.txt,unknown,vapnik_9.txt,NO
alex_smola,alex_smola_12.txt,unknown,thorsten_joachims_4_4.txt,NO
vapnik,vapnik_2_7.txt,unknown,david_blei_19.txt,NO
yann_lecun,yann_lecun_1.txt,unknown,michael_jordan_2_3.txt,NO
andrew_y_ng,andrew_y_ng_2.txt,unknown,yann_lecun_3_3.txt,NO
xiaojin_zhu,xiaojin_zhu_10.txt,unknown,radford_neal_9.txt,NO
yoshua_bengio,yoshua_bengio_4.txt,unknown,thomas_l_griffiths_19.txt,NO
radford_neal,radford_neal_2_6.txt,unknown,thomas_l_griffiths_3.txt,NO
radford_neal,radford_neal_2_5.txt,unknown,thomas_l_griffiths_3.txt,NO
yee_whye_teh,yee_whye_teh_1.txt,unknown,yann_lecun_2_7.txt,NO
xiaojin_zhu,xiaojin_zhu_14.txt,unknown,radford_neal_9.txt,NO
yee_whye_teh,yee_whye_teh_16.txt,unknown,yann_lecun_2_7.txt,NO
alex_smola,alex_smola_10.txt,unknown,thorsten_joachims_4_4.txt,NO
michael_jordan,michael_jordan_9.txt,unknown,andrew_y_ng_2.txt,NO
yann_lecun,yann_lecun_5.txt,unknown,michael_jordan_2_3.txt,NO
tom_mitchell,tom_mitchell_12.txt,unknown,thomas_l_griffiths_3.txt,NO
daphne_koller,daphne_koller_11.txt,unknown,radford_neal_2_6.txt,NO
